id,budget,revenue
620547,0,0
597339,0,0
934565,120000,0
597397,0,0
950891,0,0
597498,0,0
950882,0,0
934621,0,0
950926,0,0
830146,0,0
950903,0,0
597485,0,0
752779,0,0
597185,200.0K,2500000
830043,0,0
597275,0,Unknown
934544,0,0
620580,0,0
597310,0,0
951087,0,0
597243,0,0
593050,0,0
752089,0,0
623615,100000,0
593018,0,0
593031,N/A,0
593028,0,0
593159,0,0
593191,85000,Unknown
1560506,400,0
1560506,400,0
829114,0,0
623490,0,0
593010,0,0
623728,0,Não Informado
623714,0,0
592926,0,0
623740,0,Não Informado
623752,0,0
759409,0,0
759407,0,0
623745,0,0
592876,0,0
932357,300.0K,0
759366,0,Não Informado
759374,0,0
932402,0,0
623676,0,0
829086,0,0
623638,0,0
593510,0,0
593561,0,0
593562,0,Unknown
593563,0,0
623342,0,0
623336,N/A,0
593465,N/A,Unknown
593485,0,0
593487,300,0
623334,0,0
593662,0,0
623228,0,0
593694,0,0
593589,N/A,Não Informado
593599,N/A,0
623261,0,0
623419,0,0
593248,0,0
593423,0,0
593441,0,0
593452,N/A,0
953740,0,0
623356,0,0
593353,0,0
623370,0,Não Informado
593391,0,0
623759,0,0
624152,0,0
954390,0,0
592383,0,0
592364,0,0
592477,60000,0
759564,0,0
592487,0,0
592398,0,0
624125,6500,0
624112,N/A,0
931979,0,0
592207,0,0
592210,0,0
954509,10000,0
592147,0,0
592151,0,0
592155,0,0
592157,0,0
954512,0,0
759599,0,0
932001,0,0
828905,0,0
592240,0,0
828943,0,0
954223,0,0
932289,120000,0
592734,0,0
592746,0,0
592665,0,0
592680,0,0
592761,0,0
623798,0,0
829056,0,0
954126,0,0
592848,0,0
623804,0,0
592795,0,0
592548,0,0
592544,0,Unknown
592556,5000,0
954289,0,Unknown
624047,0,0
954301,0,Não Informado
828949,0,0
759463,0,Não Informado
759469,0,0
623929,0,0
592639,0,0
592606,0,0
594698,0,0
594703,0,0
622340,0,0
594734,0,Unknown
622343,0,0
594681,N/A,0
1461653,0,0
1461653,0,0
1461653,0,0
1461653,0,0
952832,0,0
952799,0,0
758950,0,0
933197,N/A,Unknown
594571,0,Não Informado
933209,0,0
752302,0,0
594468,0,0
594489,N/A,0
622478,0,0
622381,0,0
622382,0,0
594646,0,0
622370,0,0
829403,0,Unknown
622413,0,0
622409,0,0
622250,0,0
758816,0,0
622118,0,6000000
622109,0,Unknown
752412,0,0
622144,0,Unknown
829493,0,0
595186,0,Não Informado
952385,0,0
758779,0,0
595328,N/A,0
595329,0,0
829522,0,0
595277,0,0
933443,0,0
933452,0,Unknown
952437,0,0
758800,0,Unknown
933460,0,0
622200,0,0
622208,0,0
758862,0,0
594943,0,0
952665,0,0
622193,0,0
594879,0,Unknown
952733,0,0
594916,0,435787
933363,0,0
933408,0,0
622172,0,0
1328584,0,0
595111,0,0
595085,0,0
595127,0,0
622154,0,0
622180,N/A,Não Informado
758861,0,0
595038,0,Não Informado
595068,0,0
623015,0,0
593929,0,0
953409,0,0
622939,0,0
593962,0,0
759189,0,0
759180,N/A,0
594021,0,0
594001,10000,0
622836,N/A,0
932971,0,0
593975,0,0
622875,0,0
622868,0,Unknown
759131,0,0
759238,14000,0
759230,0,0
593783,0,Unknown
759248,0,Unknown
593707,$ 50000,0
593739,0,0
752133,0,0
834611,0,Não Informado
752164,0,0
834592,0,0
623047,29000,Não Informado
834602,0,0
953485,0,0
623109,0,0
593822,0,0
752149,0,0
622812,0,0
594444,0,0
933109,1500000,0
829339,N/A,0
622614,0,0
622602,0,0
759020,0,0
759056,1.2M,0
933088,0,0
594353,0,0
594409,0,0
622526,0,0
829372,0,0
594427,0,0
594406,0,0
594369,0,0
622542,0,Não Informado
594385,0,0
594090,5000,0
622755,N/A,0
933022,0,0
953309,0,0
594129,0,0
594158,0,Unknown
829266,0,Não Informado
594050,0,0
594058,0,0
622770,0,0
594068,0,0
622775,0,0
594162,0,0
953218,0,0
953215,0,0
622699,0,0
759074,0,0
834562,0,0
953210,0,0
933057,0,0
594210,0,0
594163,$ 507745,0
622723,0,Não Informado
953227,0,Não Informado
562031,0,0
974485,0,0
529280,0,0
774826,0,0
666696,0,0
529227,0,0
895551,0,0
666699,0,0
529443,0,0
529348,0,0
529352,0,0
895570,0,0
529211,0,400000
996973,0,0
666752,0,0
817336,0,Unknown
529137,0,0
996933,0,0
817368,0,Não Informado
817369,N/A,0
895545,0,0
996936,0,0
529160,0,0
817345,0,0
529173,0,0
666609,0,0
529674,0,0
666406,0,0
529617,0,0
666470,0,0
666436,1253000,0
529647,0,0
774716,0,0
666440,0,0
666348,0,0
666340,0,Não Informado
774696,0,0
996585,0,0
895762,0,0
529736,80,0
996586,0,0
895771,0,0
666561,0,0
996755,0,0
529493,0,0
666543,N/A,0
529507,0,0
996756,0,0
895627,0,0
666578,0,2000
666502,0,0
666500,0,0
529542,0,0
996729,0,0
817444,0,0
895483,0,0
528448,0,0
528457,0,0
997395,0,Não Informado
667143,0,0
895262,0,0
528465,0,0
528411,0,0
667167,0,0
528546,0,0
817185,N/A,Não Informado
775112,0,0
528493,0,0
528494,0,0
775150,N/A,0
775150,0,0
528202,0,0
528209,0,0
528212,50000,0
997553,0,0
997550,0,0
667282,0,0
528178,0,0
528180,0,0
667215,0,0
528369,N/A,Unknown
667208,0,0
997522,0,0
528271,0,0
528273,0,0
895193,0,0
743099,0,0
528321,0,0
528328,12000,24000
743112,0,0
997124,0,0
528897,0,0
528908,N/A,Unknown
666910,0,0
528915,0,0
528932,0,0
528937,0,0
666904,0,0
666902,0,0
529008,0,0
529016,0,0
997039,0,0
997037,0,0
997033,0,0
997030,0,0
895449,0,0
817286,0,0
528969,0,0
997058,0,0
528660,0,0
528671,N/A,0
997270,0,0
528618,0,0
997308,0,0
997297,20372,0
667024,0,0
997198,0,0
775068,0,0
667002,0,0
775038,0,0
528778,0,0
667011,N/A,0
775074,0,0
530779,0,0
896250,0,0
995900,0,0
665722,0,0
665657,0,0
774357,N/A,0
774353,10000,0
1296730,0,0
774377,0,0
530619,0,0
774412,0,Não Informado
774405,0,0
995999,0,Não Informado
665782,0,0
530540,0,0
530555,0,0
996036,0,0
817686,0,0
817690,0,0
665749,0,0
896217,N/A,0
817719,0,0
665742,0,0
774382,0,0
995963,0,0
774404,30000,Não Informado
530670,0,0
817706,0,0
774332,0,0
531070,0,0
665443,0,0
665470,0,Unknown
665482,0,0
665477,0,0
665438,0,0
531166,0,0
531154,0,0
665427,0,0
665397,N/A,0
817796,N/A,0
531124,0,0
665406,0,0
841079,0,0
995673,0,0
665566,0,0
665560,0,0
896352,0,0
995824,$ 12000,0
530904,0,0
774303,0,0
995743,0,0
665552,2300,0
530965,0,0
530976,0,0
530979,0,0
530535,0,0
530071,0,Não Informado
666115,0,0
817580,0,Não Informado
666107,0,Não Informado
996327,0,Unknown
530102,0,0
666127,0,0
666125,0,0
666123,0,0
895999,0,0
666091,0,0
895973,0,0
666070,0,0
666259,0,0
666256,$ 35000,0
666240,0,0
1366693,0,Unknown
1366685,0,Não Informado
1366685,N/A,0
529911,0,Não Informado
666163,0,0
774459,0,0
530448,0,Unknown
743229,0,0
996117,0,500000
530388,10000,10000
774461,0,0
530398,35000,0
665797,0,Unknown
896125,0,0
896163,0,0
665838,25000,0
665826,0,0
896158,0,0
665934,0,0
666013,0,0
743220,0,0
530380,0,0
896068,0,0
896053,0,0
668500,0,0
999006,0,0
775932,0,0
525931,0,0
525867,0,0
668535,0,0
668534,0,0
668526,0,0
999030,0,0
525888,0,0
526040,N/A,0
526023,N/A,0
816557,0,0
526029,0,0
526033,0,0
998966,0,0
525959,0,0
841251,0,Não Informado
816553,0,Unknown
998975,0,0
668541,0,0
816546,100,Não Informado
999133,0,0
742969,0,0
894264,0,0
816513,0,0
668632,0,0
525639,0,0
525640,500,0
525662,0,0
816522,0,0
742963,0,Não Informado
816525,0,0
999143,0,0
668574,0,0
999110,0,0
668554,0,0
525772,0,0
816538,0,0
742973,N/A,0
894515,0,0
668221,0,0
894464,0,0
668272,0,0
816610,0,0
526396,0,0
526402,0,0
526405,100,Unknown
998776,N/A,0
894529,0,0
894532,0,0
998762,0,0
526368,0,0
998917,0,0
775912,0,Unknown
526070,0,0
894365,0,0
526078,0,0
526132,0,0
526207,0,0
668327,100000,0
526201,0,0
998837,0,Unknown
526238,0,0
668366,0,0
998895,0,0
998886,0,0
998850,N/A,0
999588,15045,Não Informado
524958,12000,0
524990,0,0
524997,0,0
999617,0,0
524892,0,0
999607,N/A,0
816415,0,0
525157,0,Não Informado
816378,0,0
525025,0,0
999512,0,Unknown
999500,0,0
776186,0,0
776269,0,0
776321,0,0
524718,0,0
524571,0,0
524598,0,0
524866,0,0
816347,N/A,0
816355,N/A,0
776291,0,Não Informado
999637,0,0
524734,0,0
524743,0,0
776152,7000,0
816425,0,0
816487,0,0
525506,0,0
525507,0,0
894203,0,0
776075,0,Unknown
668759,0,0
999308,0,0
776069,0,0
525474,0,0
816512,0,0
525598,0,0
525600,0,0
816507,0,0
525542,2.5K,0
999239,N/A,0
816452,0,0
816429,N/A,0
999410,0,0
525333,0,Não Informado
525399,0,0
999333,0,0
776080,N/A,0
525421,0,0
525422,0,0
999342,0,Não Informado
525360,0,0
525389,0,0
894121,0,0
668828,10000,0
667513,0,0
667500,0,0
816939,0,0
527661,0,0
743069,0,0
997804,0,0
775355,0,0
997796,0,Não Informado
997792,0,0
527748,0,Não Informado
775440,0,0
998000,0,0
667625,0,0
527483,0,0
527493,0,0
997995,0,0
527482,0,0
527460,0,0
527453,0,0
667651,27000,0
667636,0,0
527637,0,0
527651,0,0
527554,0,0
997911,0,0
528040,0,0
528042,0,0
997638,0,0
528023,0,0
997677,0,0
895088,0,0
667380,0,0
817055,0,0
528083,0,0
895140,0,0
667294,0,0
528167,0,0
667318,9000,0
997618,0,0
667336,N/A,0
775230,0,0
817082,0,0
528129,N/A,0
775311,0,0
527853,0,0
527864,0,0
527841,0,0
775334,85000,0
527840,0,0
997777,N/A,0
775326,0,0
997741,0,0
667411,0,0
527970,0,0
527973,0,0
527976,76100,0
527955,0,0
743081,N/A,0
998514,0,0
998491,0,0
816757,0,0
894699,N/A,0
775717,0,0
894696,0,0
526894,0,0
775630,N/A,0
667941,0,Não Informado
667936,0,0
998452,0,0
998450,0,0
526476,0,0
668114,0,0
526460,$ 2000,0
998693,0,0
894612,0,0
816685,N/A,0
526435,0,0
526445,10000,0
894565,11000,0
668143,0,0
998614,0,0
816719,0,0
526598,0,0
816701,0,0
668048,0,0
526583,0,0
667760,210000,0
667759,600,0
667748,0,0
527201,0,0
894818,USD 14445,0
775567,0,0
841219,0,0
667781,400000,0
998050,0,0
667710,0,0
527431,0,0
667695,0,0
527440,0,0
667691,0,Não Informado
998093,0,0
527343,0,0
667724,0,0
526986,$ 300000,0
816807,0,0
998336,N/A,0
667858,0,0
816813,29.0K,0
894755,0,0
743034,0,0
998385,0,0
816800,0,0
841222,N/A,0
526964,0,Não Informado
816803,0,Unknown
667856,0,0
841220,0,0
894788,0,0
816827,0,0
775582,3500,Não Informado
775588,0,0
667845,0,0
527087,0,0
527092,0,0
841221,0,0
993316,0,0
993293,0,0
898371,0,0
993283,0,0
534761,0,0
662607,0,0
993272,0,0
818605,0,0
773164,0,0
662474,0,0
534940,0,0
898332,0,0
993494,N/A,0
534653,N/A,0
534661,0,0
743576,0,0
818480,1000000,0
993483,0,0
534604,0,0
662748,220000,0
993496,0,0
534721,0,0
534729,0,0
534731,0,0
662671,0,0
662671,0,0
42330,0,0
662711,0,Não Informado
773257,0,0
662288,0,0
993094,0,Não Informado
898563,0,0
535239,$ 50897,0
773125,0,0
773124,0,0
662277,0,Não Informado
743694,0,0
1516686,0,Unknown
993051,N/A,0
1516680,0,0
840786,0,0
535152,N/A,0
662449,$ 1000000,0
662427,0,0
662343,0,0
535141,0,0
535146,0,0
662377,0,0
535102,0,0
993160,0,0
662373,0,0
662370,0,0
662772,0,0
773411,0,0
534223,N/A,0
534207,0,0
663194,0,0
898000,N/A,18
663120,0,0
743530,0,0
663113,0,0
898026,0,0
773394,0,0
993733,N/A,0
993736,0,0
993730,0,Não Informado
663131,0,Unknown
743512,0,0
993871,0,0
534030,0,0
663290,0,0
534006,0,0
534026,0,0
534063,0,0
897954,0,0
663199,0,0
663252,0,0
663248,0,0
534596,0,0
534489,0,0
534500,0,0
993637,0,0
662895,0,Unknown
818436,0,0
898164,0,0
993634,0,0
534566,0,0
993530,0,0
1364880,0,0
534538,0,0
662810,0,0
773364,0,0
663005,0,0
534327,N/A,0
534332,50000,0
663057,0,0
662988,0,0
534402,0,0
773328,0,0
662929,0,0
773332,0,0
662915,0,0
898153,0,0
534428,0,0
898156,0,0
662946,0,0
662956,0,0
662936,N/A,0
534374,0,0
818427,0,1099
534384,0,0
662944,N/A,0
534397,0,0
536192,0,Unknown
898981,0,0
772864,0,0
536210,0,0
661697,0,0
661665,0,0
536154,0,0
661659,0,0
992506,0,0
536272,0,0
818905,0,0
536295,N/A,0
818877,0,0
536270,0,0
661579,0,0
536127,0,0
898868,0,0
992638,0,Não Informado
818822,0,0
535916,0,0
772908,0,0
898859,0,0
840595,0,0
536087,0,0
536101,0,0
536103,0,0
661714,0,0
661710,0,0
772881,0,0
661744,0,0
661294,USD 6700,0
992344,0,0
772748,N/A,0
818972,0,1
536484,0,0
818980,N/A,0
536529,0,0
899216,0,0
992295,0,0
661220,N/A,0
899218,0,0
536591,0,0
992327,0,0
899199,0,0
772732,0,0
899196,N/A,0
772727,0,0
992326,0,0
840537,0,0
819018,0,0
661223,0,0
743937,0,0
772792,0,0
840559,0,Unknown
899051,0,0
992432,USD 120000,365000
536432,15000,0
772770,0,0
536435,100,0
899139,0,0
536448,0,0
661411,0,0
772788,0,0
818924,0,0
536422,20000,Não Informado
818722,0,0
818694,0,0
662122,0,0
818700,0,0
818717,10000,0
743729,0,0
818741,0,0
818748,N/A,0
662041,0,0
772999,0,0
662184,N/A,Unknown
535397,0,0
1516691,0,0
993049,0,0
1595140,5400,0
535351,0,0
743704,0,0
662147,0,0
992978,0,0
662148,0,0
535462,0,0
773079,0,0
662149,0,0
662027,0,0
772950,N/A,0
898791,0,0
898786,0,0
772959,0,0
535791,0,Não Informado
661832,0,0
535891,0,Unknown
661821,0,0
898842,0,0
535850,0,0
535856,0,0
661848,0,0
535773,178000,0
661959,100000,0
662018,0,0
662025,0,0
992846,0,0
535638,0,0
661917,0,0
818769,N/A,0
992787,0,0
661926,$ 1100000,0
535759,0,0
992774,0,0
535704,0,0
661942,0,0
897023,0,0
532093,0,0
817953,0,0
664693,N/A,0
774036,0,0
995052,0,0
896983,0,0
1365808,0,0
664681,N/A,0
743358,0,0
532181,20000,0
532203,0,0
532215,0,0
897049,0,0
817967,0,0
664584,0,0
774008,0,0
817977,0,0
896979,105000,0
531920,12000,0
896910,0,0
664797,0,0
664773,0,0
531914,0,0
531967,0,0
532006,0,0
841028,0,0
896978,0,0
532035,0,0
532001,0,0
841032,0,0
664731,120000,500000
995120,N/A,0
664724,N/A,0
664722,0,0
774043,N/A,0
532521,0,0
664385,0,0
1297575,0,0
532546,0,0
743392,0,0
664409,0,0
664360,0,Unknown
532616,0,Não Informado
897236,0,0
773909,0,0
532648,0,0
532614,0,0
664356,0,0
664327,0,0
664319,USD 30000,Não Informado
897092,0,0
897087,40000000,Não Informado
994902,0,0
664517,USD 20000,0
532234,0,Unknown
532399,0,0
532383,0,0
773947,$ 4500,0
664484,0,0
664481,0,0
743389,0,0
995206,0,0
664809,0,0
531423,N/A,0
995468,0,0
995460,0,0
531408,0,0
531392,0,0
531491,0,0
896645,0,0
665155,0,0
995505,100,0
841073,0,0
896535,N/A,0
665233,0,Não Informado
817830,45000,0
817822,N/A,0
743306,0,0
531310,0,0
665257,0,0
664916,0,0
841046,0,0
995258,0,0
531702,0,0
664920,0,0
531730,0,0
664858,0,0
774065,250,0
531838,N/A,0
817929,1,0
817880,0,Unknown
1514995,0,0
1514995,0,0
1514995,0,0
896701,0,0
774149,0,0
531551,0,Unknown
774163,0,0
665119,0,0
774154,400000,0
817875,0,0
665104,0,0
774135,0,0
531666,0,0
531636,0,0
532650,0,0
533537,0,0
1298026,0,0
1298026,0,0
533563,0,Unknown
533579,N/A,0
533585,0,0
743463,0,0
533508,0,0
818224,0,0
818224,0,0
1365353,0,0
533652,N/A,0
663589,0,0
663569,0,0
533666,0,0
897694,0,0
533611,0,0
663625,0,0
533613,0,0
897674,0,Unknown
743466,0,0
533617,0,0
533507,0,0
994258,0,0
533415,0,0
773661,0,0
773659,0,Não Informado
897560,0,0
994290,0,0
533440,0,0
533421,0,0
533427,0,0
897588,0,0
743478,0,0
533669,0,0
897871,0,0
533866,0,0
897832,1500,0
773526,0,0
663314,0,0
663305,0,0
663299,0,0
533923,0,0
818304,0,0
533765,0,0
743480,0,0
663551,7000,0
533839,0,0
663455,0,0
994030,0,0
663432,0,0
532876,N/A,0
818109,0,0
532895,0,0
532837,0,0
840982,0,0
532864,0,0
663999,0,0
663995,0,0
664019,0,0
773789,0,Unknown
532921,0,0
664164,0,0
532711,0,0
532662,0,Unknown
994643,0,0
818098,0,Não Informado
773857,0,0
773848,0,0
532742,0,0
532761,0,0
532755,0,0
994661,0,0
994391,0,0
994386,0,0
663859,0,0
533224,0,0
663844,0,0
533198,0,0
533144,0,0
897480,0,0
663874,0,0
533175,0,0
994421,0,0
663807,0,0
773664,120000,0
743454,0,0
663800,0,0
994319,0,0
994311,0,0
897516,0,0
533050,0,0
773785,0,0
994503,0,0
663971,0,0
897470,0,0
897475,0,0
773701,0,0
663880,N/A,0
897456,6800,0
663931,0,0
1297812,0,0
1297814,0,0
515902,0,0
841867,0,0
890977,0,0
515953,0,0
516041,0,0
1005261,0,Unknown
890986,N/A,0
516028,0,0
673628,0,0
515729,0,0
815569,10000,0
1005409,N/A,0
515653,0,0
515685,0,0
515765,0,0
1005353,0,0
515845,0,Unknown
515851,0,0
1005345,150.0K,0
515768,USD 9000,0
673976,0,0
515811,0,0
1289314,0,0
742077,N/A,0
891075,20000,0
1005021,0,Unknown
1005020,0,0
516295,0,0
516290,0,Não Informado
815631,0,0
891143,0,0
1004884,1000,0
1004929,0,0
673642,5000,0
1004876,0,0
673700,0,0
1005003,0,0
516346,0,0
891097,0,0
516348,0,0
516351,0,Unknown
777516,0,Unknown
1004988,0,0
516406,0,0
516415,0,0
673835,0,0
673834,0,0
1005112,0,0
891015,0,0
1005091,0,0
516106,N/A,0
516138,0,0
891023,0,0
1370265,0,0
516215,0,0
777544,N/A,0
673805,0,Não Informado
742107,0,0
515637,0,0
514968,N/A,0
674207,0,0
841946,5.0K,0
514985,100000,0
514917,0,0
514953,0,0
515102,0,0
1005794,0,0
515045,0,0
514905,10,Não Informado
514773,N/A,0
1005981,0,0
890846,0,0
890847,0,0
1005974,0,Não Informado
514704,0,0
674334,USD 26050,0
1005975,0,0
1370362,1000,12
514902,0,0
1005972,0,0
514878,5500,0
890893,0,0
515445,0,0
815548,0,0
1005598,1350,0
890931,0,0
515410,0,0
515593,0,0
1005491,0,0
515609,N/A,0
515610,0,0
515623,0,0
1005540,0,0
515569,0,0
674043,20000,0
515540,15000,0
1005533,0,0
1005523,N/A,0
815539,0,0
1005700,N/A,0
515250,0,0
841935,0,0
1005754,0,0
674167,0,0
515190,0,0
1005696,0,0
515322,0,0
741964,0,0
515283,0,0
515293,0,0
515297,0,0
524564,0,0
517299,0,0
517312,0,0
891719,0,0
1004397,0,0
517259,0,0
517275,0,0
891733,0,0
517358,0,0
672754,0,0
672742,$ 400000,0
841700,0,0
672759,0,0
517345,0,0
517074,0,0
1004495,0,0
1004519,N/A,0
891662,0,0
672867,0,Unknown
517157,0,0
517181,0,0
517659,N/A,0
517662,0,Não Informado
841674,0,Unknown
1369548,0,Não Informado
841677,USD 340000,0
517615,0,0
742311,0,0
517690,0,0
517691,0,0
815762,0,0
1004074,0,0
517692,0,0
742340,20000,0
517701,32000,0
777325,0,0
517450,0,0
672684,125000,0
517476,0,0
517408,0,Unknown
517414,0,0
517415,0,0
777333,0,0
517569,0,0
672594,0,0
517531,0,0
742246,USD 100000,0
673383,0,0
777484,0,0
673452,0,Unknown
891387,N/A,0
891398,0,0
516657,0,0
516658,0,0
516660,N/A,0
516672,0,0
516546,0,0
673581,0,0
777500,0,0
841783,0,0
673624,0,0
516511,0,0
673621,0,0
673556,0,0
516594,0,0
516576,0,0
891205,0,0
673534,0,0
516565,N/A,0
891222,0,0
891228,0,0
516567,0,0
742244,0,0
1004645,0,0
673093,0,0
673082,0,0
891527,0,0
673135,0,0
1004672,0,0
841739,0,0
1004660,N/A,0
516983,0,0
1004580,0,0
516970,0,0
742236,0,Unknown
673067,0,0
516946,114660,0
516962,N/A,0
673031,0,Não Informado
777428,0,0
516708,0,0
1369956,0,0
777456,N/A,Não Informado
516701,0,0
891413,0,0
516738,0,0
841743,0,0
1004700,0,Unknown
516813,60,0
673148,0,0
673184,0,0
673207,0,0
516782,0,0
673186,0,0
674342,0,0
512610,0,0
512620,0,0
741620,0,0
512586,0,0
1007398,0,0
741634,N/A,0
1007359,0,0
1007362,0,Não Informado
1007389,0,0
512660,0,0
512673,0,0
512681,0,0
512682,0,0
675484,0,0
1007613,0,Não Informado
512364,0,0
512371,0,0
1007591,0,0
741609,0,Unknown
1007566,0,0
512334,0,Não Informado
512414,0,0
512504,N/A,0
675591,0,0
675588,0,0
741614,N/A,0
1007514,0,0
1007506,0,0
512769,0,0
513089,0,0
741676,0,0
741680,0,0
675249,0,0
777931,200,0
513161,0,Não Informado
513123,0,0
513129,0,0
675270,0,0
675429,0,0
675344,0,0
890135,600000,1000000
675355,0,0
675380,0,0
842135,1393,0
890124,0,0
842131,0,0
675364,0,0
512287,0,0
842199,0,0
511647,0,0
511649,0,0
815234,0,0
1008039,0,0
741494,0,0
815211,0,0
889869,0,0
511624,0,0
889888,0,0
511631,0,Não Informado
511634,0,0
511635,0,0
511674,0,0
511675,0,0
511677,0,0
511737,0,0
1008004,0,0
815240,0,0
511745,0,0
511748,0,0
511687,0,0
511690,0,0
1008027,0,Unknown
815238,0,0
511700,0,0
675814,0,0
1008019,0,0
511715,0,0
511602,0,0
778198,0,0
842229,0,0
842226,0,0
511457,0,0
1008223,0,0
511512,0,0
511587,0,0
511588,0,Não Informado
511589,0,0
889835,20,0
511526,0,0
1008151,N/A,0
511546,0,0
889843,0,0
512090,0,Não Informado
512093,0,0
778049,0,0
512112,0,Não Informado
741566,0,0
778059,0,Não Informado
512033,0,0
512230,0,0
1007687,0,0
1007692,0,0
1007690,0,0
1007696,0,Não Informado
512169,0,0
512192,0,0
778027,0,0
1007837,0,0
511831,0,0
511847,0,0
511850,0,0
778121,0,0
511790,0,0
511805,0,0
511969,0,0
511910,0,11573
815279,35.0K,0
511878,0,0
511881,0,0
675246,0,0
842005,0,0
674668,0,0
674678,0,0
842007,0,0
1006388,0,0
514209,0,0
514270,0,0
1006318,0,0
1006342,0,0
674645,0,0
777790,0,0
741862,0,0
514011,0,0
513997,0,0
674756,0,0
674753,0,0
890568,0,0
1006423,0,0
674709,0,0
674703,0,0
674702,0,0
890578,0,0
514038,0,0
1006447,0,0
514045,0,0
1006438,0,Unknown
1006437,0,0
674720,0,0
1006436,0,0
674718,0,0
674717,0,0
890623,0,0
514504,0,0
674456,0,0
514523,N/A,0
514542,0,0
674503,N/A,0
674501,0,Não Informado
777749,0,0
514469,30000,0
674485,0,0
514475,0,0
514482,0,0
514546,0,0
1006088,0,0
890789,0,0
1006084,0,0
514650,0,Não Informado
1006126,0,0
890785,0,0
1006224,0,Não Informado
674505,0,0
674604,0,0
1006311,0,0
777768,0,0
741874,0,0
1006242,0,0
514417,0,0
815467,0,0
674509,0,0
1006232,N/A,0
741892,0,0
890691,N/A,0
514403,0,0
890325,0,0
513489,0,0
741743,0,0
1006815,0,0
513505,0,0
513455,0,0
513426,1350,Unknown
741731,0,0
513439,0,0
777893,0,0
1006828,0,0
513473,N/A,0
890281,0,0
1006763,0,0
1006810,0,0
513536,0,Unknown
513247,0,Unknown
675204,N/A,0
513401,0,0
513278,0,0
513286,0,0
513303,0,0
842096,0,0
513898,N/A,0
674900,0,0
513914,0,0
674939,N/A,0
674893,0,0
513948,0,0
842036,N/A,0
890506,N/A,0
741799,0,0
513929,0,Unknown
1006508,3000,0
890453,0,226378
674845,0,Não Informado
513667,0,0
513670,0,0
890338,0,0
513707,0,0
513716,0,0
1006694,0,0
513606,0,0
1006701,0,0
1006717,0,0
777863,0,0
1006575,0,0
513828,30000,0
513780,0,0
1006594,N/A,Unknown
741777,0,Não Informado
674990,0,0
672482,0,0
893252,0,0
670289,0,0
893255,1300,0
670303,0,0
670334,0,Não Informado
893244,0,0
893247,0,0
522360,0,0
522366,N/A,0
522367,0,0
522068,0,0
742756,0,0
776740,0,0
522203,0,Unknown
1001272,0,0
670341,0,0
670347,0,0
522374,0,0
522622,0,0
670071,0,0
669982,0,0
522793,0,0
1000949,0,0
522817,0,0
522732,0,0
1001017,3000,0
742820,0,0
522710,0,0
670219,0,0
522418,0,Não Informado
893298,0,0
670211,0,0
776700,0,0
742803,0,0
522510,0,0
522529,0,0
893359,0,Unknown
893175,0,Unknown
670425,0,0
1001859,0,0
521317,500,0
776785,0,0
521474,0,0
521488,0,0
1001832,0,0
521441,0,0
521458,0,0
521460,N/A,0
742706,0,0
521171,0,0
521143,0,0
521177,0,Unknown
521187,0,0
670673,N/A,0
521193,N/A,0
893035,0,0
521139,0,0
893043,0,0
521135,0,Unknown
670702,0,0
521251,$ 700,0
521207,0,0
1001974,0,0
1001980,0,0
893138,20,0
670471,0,0
521852,0,0
742741,0,0
1001603,0,0
1001599,0,0
521933,0,0
521977,0,0
1001440,0,0
841396,0,Não Informado
893153,0,0
670457,0,0
1001507,0,0
670518,0,0
776756,0,Não Informado
521562,0,0
1001755,0,0
1292137,0,0
1001762,0,0
1001772,0,0
776761,0,0
776758,0,0
521738,0,0
1001714,0,0
816026,90000,Não Informado
1001675,0,0
1001669,0,0
893942,0,0
1000221,0,0
669320,0,0
523915,0,0
669362,1500000,0
523828,0,0
523850,0,0
669350,0,0
893953,0,0
523992,0,0
1000156,N/A,0
669220,0,0
776524,0,0
669204,0,0
669199,0,0
893955,0,0
523941,0,0
893973,0,0
669267,0,0
894022,0,Não Informado
669232,0,0
669441,0,0
523635,0,0
1000458,0,0
523586,0,0
776554,0,0
893845,0,0
742882,0,0
523772,0,0
1000299,3000,0
669374,0,0
523762,0,0
669368,0,0
523797,0,0
893910,2000,0
669386,0,0
841318,0,0
894052,0,0
524296,0,0
524300,0,0
524287,0,0
524264,0,0
776407,0,Unknown
524460,0,0
524508,0,0
999824,0,0
524542,0,0
816236,0,Não Informado
999889,0,0
776493,0,0
1000096,0,0
1000092,N/A,0
524096,0,0
816181,18329,0
816184,0,0
1000116,0,0
669177,0,0
524037,0,0
841304,4000,0
524048,0,0
894074,0,0
524115,0,0
524188,0,0
776473,0,0
524164,0,0
524218,2262,0
669114,0,0
816186,0,Não Informado
816187,0,0
669705,0,0
893597,0,0
1000762,0,0
893608,0,0
893571,0,0
893575,0,0
893614,0,0
669726,0,0
669780,0,0
669803,0,0
669799,0,0
669798,0,0
523188,0,0
669773,0,0
522895,0,Unknown
893525,0,Unknown
742831,N/A,0
522917,0,0
669924,0,0
522835,0,0
669898,N/A,0
893552,0,0
669886,0,0
523014,0,0
522963,0,0
522944,1400,0
522985,0,0
522988,0,0
893683,0,0
893765,0,0
523451,0,0
523460,0,0
1000548,0,0
669598,0,0
1293117,0,0
893827,0,Não Informado
669510,0,0
523528,0,0
893831,N/A,0
1000486,0,Não Informado
523564,7000,0
893816,0,Não Informado
