id,nome,nota,comentario
614372,Vinícius Souza 469,9.7,Perfeito! Um dos melhores filmes que já vi.
633498,Juliana Mendes 600,1.2,Não recomendo de jeito nenhum.
823195,Rodrigo Mendes,2.9,Péssimo em todos os sentidos.
735996,Adriana Rocha 211,2.2,"Terrível, um dos piores que já vi."
508436,Vinícius Lopes 466,6.7,Assisti até o final mas não me marcou.
698265,Ana Correia 306,4.0,"Decepcionante, esperava muito mais."
1199748,Eduardo Dias 177,6.0,"Poderia ser melhor, mas não é ruim."
640543,Cristina Monteiro 310,6.4,
621254,Natália Lima 342,6.9,Assisti até o final mas não me marcou.
475508,Amanda Freitas 648,2.6,
717378,Eduardo Costa,8.0,Filme interessante com boas atuações.
622832,Aline Nascimento 443,4.1,"Fraco, não recomendo."
991019,Daniel Cardoso 234,0.5,"Que filme ruim, não assistam."
580341,Priscila Castro 515,6.4,"Aceitável, mas esperava mais."
1055332,Gustavo Dias 303,,
525025,Leandro Reis 397,2.8,"Que filme ruim, não assistam."
518719,Larissa Cavalcanti 226,4.3,Deixou a desejar em vários aspectos.
679864,Lucas Freitas 371,9.2,Perfeito! Um dos melhores filmes que já vi.
393588,Isabela Araújo 324,7.4,Filme interessante com boas atuações.
560949,Vanessa Teixeira 484,4.1,"Ruim, não vale o tempo investido."
596636,Mariana Mendes 717,4.5,"Ruim, não vale o tempo investido."
797271,Bianca Rocha 411,7.2,"Gostei bastante, recomendo."
732892,Carolina Almeida 653,7.1,"Ótimo entretenimento, não decepciona."
437619,Mariana Rocha,1.2,"Que filme ruim, não assistam."
1176825,Renata Ferreira 589,2.1,
662277,Henrique Ferreira 463,9.2,"Adorei cada minuto, uma experiência inesquecível."
831224,Paulo Almeida,1.8,Horrível! Perda de tempo.
842236,Paulo Almeida,6.8,"Aceitável, mas esperava mais."
1073469,Vanessa Oliveira 370,5.7,"Filme ok, nada de especial."
1072449,Thiago Santos 460,9.5,
599134,Larissa Lopes 330,2.6,Péssimo em todos os sentidos.
1028884,Beatriz Araújo 409,8.3,"Ótimo entretenimento, não decepciona."
1033198,Mariana Carvalho 533,3.6,"Ruim, não vale o tempo investido."
416329,Eduardo Costa,4.3,
509456,Letícia Lopes,9.6,"Obra-prima do cinema, simplesmente espetacular."
456769,Thiago Santos 460,8.6,"Adorei cada minuto, uma experiência inesquecível."
755049,Thiago Fernandes 716,3.4,"Não gostei, história confusa."
463648,Ricardo Correia 118,5.9,"Mediano, tem seus momentos mas nada demais."
412692,Cristina Araújo 714,8.3,Muito bom! Vale a pena assistir.
628202,Ricardo Gomes 480,5.4,Assisti até o final mas não me marcou.
732463,Leandro Santos 145,5.9,"Filme ok, nada de especial."
1187954,Juliana Reis 383,7.5,Filme interessante com boas atuações.
983304,Eduardo Gomes 493,7.5,Muito bom! Vale a pena assistir.
404757,Mariana Rocha,0.0,"Terrível, um dos piores que já vi."
840747,André Ferreira 414,3.9,"Fraco, não recomendo."
611056,Matheus Ribeiro 587,1.7,Péssimo em todos os sentidos.
1364114,Fernanda Costa 428,8.0,Filme interessante com boas atuações.
617924,Vinícius Gomes 492,8.6,Perfeito! Um dos melhores filmes que já vi.
579993,Camila Souza,4.4,Deixou a desejar em vários aspectos.
801688,Tatiana Moreira 373,7.8,"Gostei bastante, recomendo."
1052963,Leonardo Costa 264,4.1,"Fraco, não recomendo."
796464,Carolina Almeida 690,2.3,
1061956,Carolina Gomes,0.7,"Que filme ruim, não assistam."
751196,Matheus Cardoso 601,0.1,Péssimo em todos os sentidos.
630766,Rodrigo Monteiro 696,7.6,
424011,Vinícius Ferreira 405,0.5,Não recomendo de jeito nenhum.
960576,Claudia Lopes,2.2,
799928,Henrique Reis 249,9.2,Perfeito! Um dos melhores filmes que já vi.
844510,Adriana Pinto,0.8,Não recomendo de jeito nenhum.
392834,Juliana Castro 595,8.8,Excepcional! História envolvente e atuações impecáveis.
848589,Patrícia Nascimento 452,4.6,"Ruim, não vale o tempo investido."
818920,Sandra Cavalcanti 577,3.1,Deixou a desejar em vários aspectos.
487269,Rafael Cardoso 343,,
928296,Daniela Teixeira 427,5.4,"Filme ok, nada de especial."
502771,Juliana Araújo 724,6.6,"Mediano, tem seus momentos mas nada demais."
1295892,Mônica Alves 365,9.2,"Adorei cada minuto, uma experiência inesquecível."
1148758,Lucas Castro 501,7.3,Muito bom! Vale a pena assistir.
743913,Rafael Fernandes 114,3.3,"Não gostei, história confusa."
1132977,Vanessa Moreira 254,7.8,
842679,Mariana Lima 361,1.1,Péssimo em todos os sentidos.
1125839,Thiago Souza 631,3.3,
367196,Gabriel Teixeira 399,4.1,"Não gostei, história confusa."
472746,Marcio Oliveira 292,,
517998,Ricardo Correia 118,9.9,Perfeito! Um dos melhores filmes que já vi.
650966,Lucas Silva 161,7.2,Filme interessante com boas atuações.
1011872,Renata Silva 444,8.3,Filme interessante com boas atuações.
1022271,Daniel Lopes 723,4.3,
442712,Daniel Monteiro 236,3.6,"Ruim, não vale o tempo investido."
523704,Marcelo Ribeiro 101,0.2,"Que filme ruim, não assistam."
589602,Matheus Cardoso 478,4.0,"Decepcionante, esperava muito mais."
842715,Paulo Nascimento 445,6.5,"Poderia ser melhor, mas não é ruim."
1038922,Lucas Silva 161,,
1361337,Cristina Freitas 355,1.6,Horrível! Perda de tempo.
744350,Natália Martins 266,3.2,Deixou a desejar em vários aspectos.
472349,Eduardo Costa,2.9,
1099991,Felipe Nascimento 685,10.0,
1077998,Larissa Carvalho 345,8.6,Excepcional! História envolvente e atuações impecáveis.
501965,Letícia Araújo 599,2.1,"Terrível, um dos piores que já vi."
914937,Leonardo Araújo 406,8.3,Filme interessante com boas atuações.
507539,Priscila Rocha 596,3.5,Deixou a desejar em vários aspectos.
757295,Sérgio Lopes 519,6.6,"Mediano, tem seus momentos mas nada demais."
687002,Diego Mendes 438,2.0,
538200,Gustavo Santos,9.5,Perfeito! Um dos melhores filmes que já vi.
776565,Claudia Alves 565,4.9,"Fraco, não recomendo."
884341,Daniel Cardoso 234,2.2,
670429,Patrícia Mendes 552,3.5,
943000,João Gomes 260,1.0,Horrível! Perda de tempo.
1158385,Marcelo Cavalcanti 439,2.6,Horrível! Perda de tempo.
640275,Aline Correia 545,2.5,"Terrível, um dos piores que já vi."
748293,Isabela Mendes 354,5.1,"Mediano, tem seus momentos mas nada demais."
632856,Marcelo Reis 613,9.4,Filme incrível! Recomendo muito!
969926,Gabriel Fernandes 166,5.6,"Filme ok, nada de especial."
804251,Cristina Dias 718,1.7,Não recomendo de jeito nenhum.
1299636,Mônica Castro 353,9.7,Perfeito! Um dos melhores filmes que já vi.
665883,Thiago Ribeiro 711,8.0,Legal! Uma boa opção para o fim de semana.
921682,Priscila Fernandes 669,9.7,
653740,Lucas Cardoso 710,,
544041,Letícia Gomes 622,5.1,
548268,Marcelo Alves 615,1.8,"Que filme ruim, não assistam."
549703,Vanessa Teixeira 484,1.6,
479054,Carolina Gomes,6.6,Assisti até o final mas não me marcou.
836939,Thiago Cavalcanti 394,8.8,
655631,Felipe Costa 240,9.1,
929773,Alexandre Cardoso 451,7.1,
1388791,Leonardo Ferreira 388,4.9,"Decepcionante, esperava muito mais."
1156874,Leandro Monteiro 550,1.6,
353440,Claudia Lopes 366,4.8,
625786,Carolina Lima,8.0,"Gostei bastante, recomendo."
637534,Sandra Cavalcanti 577,7.0,"Gostei bastante, recomendo."
611912,Roberto Rodrigues 180,10.0,Filme incrível! Recomendo muito!
705020,Paulo Alves,8.5,Perfeito! Um dos melhores filmes que já vi.
844584,Daniel Correia 407,0.2,"Terrível, um dos piores que já vi."
1056437,Vinícius Lima 351,7.2,Legal! Uma boa opção para o fim de semana.
650625,Vanessa Teixeira 454,4.5,"Decepcionante, esperava muito mais."
570917,Aline Barbosa 668,4.5,"Ruim, não vale o tempo investido."
845762,Fábio Reis 393,2.7,
599959,Priscila Rocha 596,6.9,"Mediano, tem seus momentos mas nada demais."
722382,Renata Monteiro 529,6.7,"Poderia ser melhor, mas não é ruim."
760127,Paulo Pinto 206,7.2,
686619,Vinícius Lopes 466,9.7,"Adorei cada minuto, uma experiência inesquecível."
448920,Luciana Oliveira 263,5.5,"Filme ok, nada de especial."
582014,Sérgio Freitas,6.9,Assisti até o final mas não me marcou.
653097,Vinícius Rodrigues 311,2.9,Não recomendo de jeito nenhum.
1183028,Roberto Oliveira,1.0,Horrível! Perda de tempo.
324562,Natália Reis 172,0.8,
1209588,Priscila Mendes 549,7.3,Filme interessante com boas atuações.
888319,Isabela Monteiro 652,5.4,"Aceitável, mas esperava mais."
610122,Larissa Nascimento 162,5.1,"Mediano, tem seus momentos mas nada demais."
809431,Juliana Gomes 626,1.9,"Que filme ruim, não assistam."
859425,Gabriela Monteiro 401,7.0,"Gostei bastante, recomendo."
853281,Marcelo Nascimento 231,9.9,
886771,Henrique Ferreira 463,8.0,
1272359,Marcelo Pinto 294,9.7,Perfeito! Um dos melhores filmes que já vi.
1068182,Mônica Correia 564,6.8,"Mediano, tem seus momentos mas nada demais."
990368,Rafael Lima 455,7.3,Legal! Uma boa opção para o fim de semana.
460135,Cristina Reis 322,9.6,Perfeito! Um dos melhores filmes que já vi.
795636,Felipe Barbosa 250,7.0,Legal! Uma boa opção para o fim de semana.
1006785,Claudia Reis 442,3.4,"Fraco, não recomendo."
995396,Paulo Ferreira 420,1.1,Péssimo em todos os sentidos.
839799,Juliana Gomes 626,3.8,
950825,João Lopes 148,0.6,Péssimo em todos os sentidos.
589894,Thiago Cavalcanti 394,,
725543,Lucas Fernandes 421,4.6,"Ruim, não vale o tempo investido."
1081694,Renata Monteiro 529,6.4,"Filme ok, nada de especial."
614836,Bruno Correia 547,7.9,"Ótimo entretenimento, não decepciona."
1017585,Alexandre Alves 293,2.0,
747688,Lucas Castro 501,0.4,"Que filme ruim, não assistam."
536869,Letícia Mendes 104,1.2,"Que filme ruim, não assistam."
920089,Sérgio Freitas,9.0,Perfeito! Um dos melhores filmes que já vi.
554425,Thiago Ferreira 129,5.1,"Filme ok, nada de especial."
515601,Letícia Araújo 599,1.5,"Terrível, um dos piores que já vi."
588845,Carlos Costa 317,8.7,Filme incrível! Recomendo muito!
612315,Roberto Alves,2.5,Não recomendo de jeito nenhum.
429238,Sandra Castro 331,8.7,"Obra-prima do cinema, simplesmente espetacular."
995445,Gustavo Alves 490,2.0,"Terrível, um dos piores que já vi."
1016380,Ana Ribeiro 336,2.2,
402331,Vanessa Teixeira 573,0.6,Não recomendo de jeito nenhum.
420472,Carolina Martins 544,4.9,"Decepcionante, esperava muito mais."
697799,Daniel Gomes 269,9.4,"Obra-prima do cinema, simplesmente espetacular."
946584,Vinícius Ferreira 405,7.7,"Gostei bastante, recomendo."
1028303,Bruno Rodrigues 391,2.0,"Que filme ruim, não assistam."
390295,Sérgio Pinto 357,0.1,"Que filme ruim, não assistam."
642380,Tatiana Teixeira 516,8.1,Legal! Uma boa opção para o fim de semana.
1149694,Fábio Castro 390,6.6,
581913,Bruno Correia 547,2.4,"Terrível, um dos piores que já vi."
806755,Lucas Reis 602,9.8,Perfeito! Um dos melhores filmes que já vi.
569668,Henrique Martins 149,5.3,"Filme ok, nada de especial."
853414,Natália Dias 338,1.8,"Que filme ruim, não assistam."
424735,Juliana Araújo 724,4.6,"Ruim, não vale o tempo investido."
842077,Fábio Mendes 498,5.2,Assisti até o final mas não me marcou.
418359,Camila Costa 513,8.4,"Ótimo entretenimento, não decepciona."
654000,Cristina Rodrigues 235,3.9,Deixou a desejar em vários aspectos.
959806,Diego Almeida 512,7.9,Muito bom! Vale a pena assistir.
826406,Mariana Lima,8.2,"Ótimo entretenimento, não decepciona."
1023646,Beatriz Araújo 409,9.4,Perfeito! Um dos melhores filmes que já vi.
606399,Vanessa Costa 120,7.7,
838518,Thiago Almeida 189,6.4,"Filme ok, nada de especial."
636681,Alexandre Castro 175,6.5,"Poderia ser melhor, mas não é ruim."
740359,Roberto Castro 666,3.7,"Fraco, não recomendo."
561394,Ana Santos 612,4.3,"Decepcionante, esperava muito mais."
447758,Larissa Moreira 491,6.7,"Filme ok, nada de especial."
1360791,Lucas Fernandes 421,,
634880,Thiago Reis 122,5.5,
965645,Henrique Reis 134,0.2,"Terrível, um dos piores que já vi."
888805,Paulo Nascimento,0.1,Péssimo em todos os sentidos.
567525,Cristina Silva 475,4.9,"Decepcionante, esperava muito mais."
557439,Roberto Alves,2.1,
549675,Fábio Correia 159,2.9,Péssimo em todos os sentidos.
463767,Leandro Oliveira 227,4.4,"Não gostei, história confusa."
748139,Paulo Cavalcanti 297,4.6,"Não gostei, história confusa."
786050,Bruno Carvalho 507,2.1,Horrível! Perda de tempo.
1073992,Gustavo Reis 209,3.6,
419460,Carolina Lima,5.6,
755872,Vinícius Ferreira 405,0.1,Não recomendo de jeito nenhum.
576221,Leandro Monteiro 550,0.0,Não recomendo de jeito nenhum.
452179,Aline Barbosa 668,5.4,Assisti até o final mas não me marcou.
500384,Vinícius Lopes 466,0.3,Não recomendo de jeito nenhum.
479541,Gustavo Alves 208,8.3,Legal! Uma boa opção para o fim de semana.
788817,Mariana Mendes 717,1.1,"Que filme ruim, não assistam."
352342,Daniel Monteiro 236,3.7,
457719,Roberto Rodrigues 180,2.4,Não recomendo de jeito nenhum.
471837,Aline Barbosa 668,,
458736,Juliana Nascimento 315,8.1,"Ótimo entretenimento, não decepciona."
759507,Pedro Monteiro,0.4,
735116,Roberto Oliveira,2.4,Horrível! Perda de tempo.
647091,Amanda Almeida 256,1.9,
1187339,Priscila Fernandes 669,7.2,"Ótimo entretenimento, não decepciona."
1012714,Marcelo Nascimento 103,1.1,Horrível! Perda de tempo.
554152,Larissa Nascimento 554,3.6,"Ruim, não vale o tempo investido."
571233,Alexandre Cardoso 451,0.7,
615968,Leandro Costa 682,4.8,
642030,Sérgio Carvalho 667,6.6,Assisti até o final mas não me marcou.
1052134,Felipe Reis,5.8,"Filme ok, nada de especial."
709221,Marcelo Cardoso 659,1.2,"Que filme ruim, não assistam."
803974,Ana Mendes 457,5.1,
480901,Leonardo Souza 150,2.8,"Que filme ruim, não assistam."
398588,Bruno Costa 131,7.6,"Ótimo entretenimento, não decepciona."
1125011,Mônica Rocha 270,8.0,Filme interessante com boas atuações.
403403,Lucas Gomes 713,4.0,"Decepcionante, esperava muito mais."
414206,Thiago Fernandes 716,4.7,"Decepcionante, esperava muito mais."
1134258,Aline Barbosa 668,8.3,"Gostei bastante, recomendo."
1045667,Vinícius Lima 351,6.4,"Poderia ser melhor, mas não é ruim."
640175,Pedro Silva 267,9.9,Perfeito! Um dos melhores filmes que já vi.
862582,Mariana Alves 597,7.5,"Gostei bastante, recomendo."
872894,Alexandre Nascimento 537,0.5,
1365393,João Cavalcanti 461,9.1,
604420,Felipe Dias 605,2.4,"Que filme ruim, não assistam."
512412,Diego Mendes 438,6.4,"Filme ok, nada de especial."
646518,Matheus Ribeiro 587,,
650040,Marcio Teixeira 481,5.9,"Mediano, tem seus momentos mas nada demais."
1018976,Larissa Pinto,5.3,"Filme ok, nada de especial."
423435,Daniela Lopes 434,5.0,Assisti até o final mas não me marcou.
708525,Alexandre Cardoso 728,2.6,Péssimo em todos os sentidos.
985557,João Lima,10.0,
399068,Leonardo Gomes 287,3.2,
543816,Sandra Costa 580,5.0,
722147,Pedro Reis 192,3.3,"Decepcionante, esperava muito mais."
1038871,Alexandre Costa 341,6.7,"Poderia ser melhor, mas não é ruim."
741914,Marcio Monteiro 649,0.2,Péssimo em todos os sentidos.
840428,Luciana Santos 733,4.4,"Fraco, não recomendo."
464979,Alexandre Nascimento 537,5.6,"Filme ok, nada de especial."
577102,Eduardo Freitas 676,6.8,"Poderia ser melhor, mas não é ruim."
603578,Adriana Moreira 403,5.9,
403016,Lucas Teixeira 709,2.6,"Terrível, um dos piores que já vi."
893402,Carlos Fernandes 693,6.2,
400618,Fábio Mendes 498,3.3,Deixou a desejar em vários aspectos.
695048,Letícia Mendes 104,7.6,
752637,Gabriela Costa 437,0.6,Horrível! Perda de tempo.
599037,Ricardo Silva 740,5.4,"Mediano, tem seus momentos mas nada demais."
669799,Juliana Alves 282,2.8,Horrível! Perda de tempo.
734622,Felipe Araújo 591,6.3,"Poderia ser melhor, mas não é ruim."
1092689,Tatiana Correia 283,7.4,"Gostei bastante, recomendo."
759902,Beatriz Rocha 521,4.2,"Ruim, não vale o tempo investido."
500723,Juliana Alves 282,6.1,Assisti até o final mas não me marcou.
585563,Henrique Gomes 527,4.9,
881845,Renata Silva 444,0.5,Horrível! Perda de tempo.
699899,Pedro Silva 267,3.8,"Ruim, não vale o tempo investido."
854246,Rodrigo Souza 350,5.9,"Aceitável, mas esperava mais."
842288,Natália Pinto,9.4,"Adorei cada minuto, uma experiência inesquecível."
993402,Patrícia Gomes 576,,
774652,Gabriela Freitas,3.9,"Decepcionante, esperava muito mais."
411039,Diego Monteiro 525,5.2,
577154,Thiago Nascimento 165,4.4,Deixou a desejar em vários aspectos.
876712,Rodrigo Lopes 735,4.8,"Decepcionante, esperava muito mais."
498596,Marcelo Alves 636,7.2,"Ótimo entretenimento, não decepciona."
402149,Henrique Reis 134,7.4,Filme interessante com boas atuações.
948833,Pedro Mendes,1.5,Péssimo em todos os sentidos.
1136736,Bianca Reis 368,8.3,
545575,Fábio Alves 625,9.3,"Obra-prima do cinema, simplesmente espetacular."
822511,Fábio Dias 200,4.9,"Fraco, não recomendo."
729589,Aline Lima 271,2.2,Péssimo em todos os sentidos.
522029,Diego Almeida 512,7.7,Filme interessante com boas atuações.
1138996,Daniela Teixeira 284,4.1,"Não gostei, história confusa."
483455,Cristina Dias 718,0.9,"Que filme ruim, não assistam."
761344,Rodrigo Mendes,3.4,Deixou a desejar em vários aspectos.
1209610,Juliana Freitas 695,6.8,Assisti até o final mas não me marcou.
430121,Priscila Barbosa 204,2.6,Péssimo em todos os sentidos.
677054,Vinícius Reis 362,4.7,"Não gostei, história confusa."
810698,Patrícia Lopes 346,3.1,"Decepcionante, esperava muito mais."
839291,Gustavo Reis,2.5,
853731,Roberto Monteiro 230,3.5,"Não gostei, história confusa."
878900,Patrícia Ribeiro,8.5,Excepcional! História envolvente e atuações impecáveis.
832504,Gustavo Lima 679,7.3,"Gostei bastante, recomendo."
737855,Felipe Lopes 347,8.4,
774036,Renata Silva 444,5.2,"Mediano, tem seus momentos mas nada demais."
514190,Vinícius Teixeira 528,7.9,Muito bom! Vale a pena assistir.
618253,Rafael Santos 697,7.5,
572634,Diego Silva 173,5.1,
871727,Larissa Nascimento 554,0.7,"Terrível, um dos piores que já vi."
460966,Daniel Araújo 128,7.4,Legal! Uma boa opção para o fim de semana.
978938,Felipe Lopes 185,9.1,
798529,Roberto Souza 654,3.1,"Fraco, não recomendo."
432507,Cristina Araújo 714,8.6,"Adorei cada minuto, uma experiência inesquecível."
1067825,Cristina Silva 475,2.3,"Terrível, um dos piores que já vi."
715959,Mariana Alves 597,,
1028556,Vanessa Teixeira 484,4.1,
759931,Bruno Reis 570,6.8,"Aceitável, mas esperava mais."
1175527,Carolina Cardoso 385,5.2,"Poderia ser melhor, mas não é ruim."
514708,Henrique Reis 134,4.2,
655908,Beatriz Araújo 409,5.7,"Filme ok, nada de especial."
662867,Camila Fernandes,6.2,"Filme ok, nada de especial."
438758,Alexandre Castro 175,9.0,
457591,Claudia Alves 565,6.5,"Mediano, tem seus momentos mas nada demais."
691882,André Alves 738,3.9,"Não gostei, história confusa."
1217392,Leandro Pinto 377,0.6,Não recomendo de jeito nenhum.
563683,Felipe Araújo 591,8.4,"Ótimo entretenimento, não decepciona."
630338,Sérgio Monteiro 191,6.4,"Filme ok, nada de especial."
793998,Gabriela Reis,3.6,"Não gostei, história confusa."
988347,Carolina Monteiro 218,,
613722,Felipe Lopes 302,8.5,"Obra-prima do cinema, simplesmente espetacular."
1031741,Daniela Martins 702,2.9,
729648,Adriana Dias 257,5.8,
914618,Sandra Almeida 474,1.3,Não recomendo de jeito nenhum.
913824,Roberto Reis 300,5.8,Assisti até o final mas não me marcou.
975556,Roberto Souza 654,7.8,"Ótimo entretenimento, não decepciona."
1340217,Thiago Lopes 585,9.1,Filme incrível! Recomendo muito!
511085,Gabriel Castro 364,3.1,"Decepcionante, esperava muito mais."
773257,Diego Silva 173,6.9,"Aceitável, mas esperava mais."
1543291,Marcelo Nascimento 231,1.3,
824394,Bruno Correia 547,2.6,"Que filme ruim, não assistam."
391616,Mariana Lima,5.8,"Filme ok, nada de especial."
1331115,André Ferreira 414,5.9,Assisti até o final mas não me marcou.
477616,Priscila Silva 467,,
537101,Carolina Fernandes 530,2.2,Não recomendo de jeito nenhum.
760189,Daniela Teixeira 284,3.2,"Fraco, não recomendo."
446829,Rafael Almeida 186,1.1,"Terrível, um dos piores que já vi."
440425,Eduardo Souza 384,3.6,"Fraco, não recomendo."
1135519,Rafael Cardoso 343,4.9,"Ruim, não vale o tempo investido."
813208,Isabela Gomes 608,3.6,"Decepcionante, esperava muito mais."
487742,Beatriz Araújo 289,1.4,Não recomendo de jeito nenhum.
453191,Eduardo Cardoso 435,9.2,Filme incrível! Recomendo muito!
795899,Camila Souza,2.7,"Terrível, um dos piores que já vi."
511371,Sandra Almeida 474,9.3,
1025497,Mariana Alves 597,,
1171629,Camila Santos 272,3.0,"Decepcionante, esperava muito mais."
502416,Thiago Monteiro 540,2.2,"Terrível, um dos piores que já vi."
756268,Roberto Castro 543,4.0,"Não gostei, história confusa."
783456,Felipe Lopes 302,2.3,"Terrível, um dos piores que já vi."
607072,Vanessa Santos 244,9.2,Filme incrível! Recomendo muito!
749318,Natália Mendes,7.9,Legal! Uma boa opção para o fim de semana.
1235798,Henrique Correia 319,2.1,
892988,Natália Santos 441,0.2,"Terrível, um dos piores que já vi."
550172,Gustavo Dias 704,6.9,"Aceitável, mas esperava mais."
546462,Mônica Cavalcanti,4.8,Deixou a desejar em vários aspectos.
572753,Fernanda Rodrigues 747,6.2,Assisti até o final mas não me marcou.
423442,Camila Reis 635,0.1,Horrível! Perda de tempo.
523780,Priscila Fernandes 669,6.8,"Mediano, tem seus momentos mas nada demais."
676490,Natália Dias 338,3.4,
754982,Matheus Souza 196,7.4,Legal! Uma boa opção para o fim de semana.
290098,Vinícius Moreira,9.7,Perfeito! Um dos melhores filmes que já vi.
1248028,Thiago Souza 631,4.7,"Fraco, não recomendo."
632509,Mônica Rocha 270,9.5,Perfeito! Um dos melhores filmes que já vi.
